Gone with the Wind,https://www.imdb.com/title/tt0031381/,8.1
Tokyo Story,https://www.imdb.com/title/tt0046438/,8.1
Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,8.1
On the Waterfront,https://www.imdb.com/title/tt0047296/,8.1
Stalker,https://www.imdb.com/title/tt0079944/,8.1
The General,https://www.imdb.com/title/tt0017925/,8.1
The Deer Hunter,https://www.imdb.com/title/tt0077416/,8.1
Wild Tales,https://www.imdb.com/title/tt3011894/,8.1
Gran Torino,https://www.imdb.com/title/tt1205489/,8.1
Sherlock Jr.,https://www.imdb.com/title/tt0015324/,8.1
Room,https://www.imdb.com/title/tt3170832/,8.1
The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,8.1
Before Sunrise,https://www.imdb.com/title/tt0112471/,8.1
Persona,https://www.imdb.com/title/tt0060827/,8.1
Mary and Max,https://www.imdb.com/title/tt0978762/,8.1
In the Name of the Father,https://www.imdb.com/title/tt0107207/,8.1
Prisoners,https://www.imdb.com/title/tt1392214/,8.1
Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/,8.1
Gone Girl,https://www.imdb.com/title/tt2267998/,8.1
Catch Me If You Can,https://www.imdb.com/title/tt0264464/,8.1
To Be or Not to Be,https://www.imdb.com/title/tt0035446/,8.1
Hacksaw Ridge,https://www.imdb.com/title/tt2119532/,8.1
Andhadhun,https://www.imdb.com/title/tt8108198/,8.1
Barry Lyndon,https://www.imdb.com/title/tt0072684/,8.1
The Big Lebowski,https://www.imdb.com/title/tt0118715/,8.1
Ford v Ferrari,https://www.imdb.com/title/tt1950186/,8.1
12 Years a Slave,https://www.imdb.com/title/tt2024544/,8.1
The Passion of Joan of Arc,https://www.imdb.com/title/tt0019254/,8.1
How to Train Your Dragon,https://www.imdb.com/title/tt0892769/,8.1
Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,8.1
The Wages of Fear,https://www.imdb.com/title/tt0046268/,8.1
Ben-Hur,https://www.imdb.com/title/tt0052618/,8.1
Million Dollar Baby,https://www.imdb.com/title/tt0405159/,8.1
Dead Poets Society,https://www.imdb.com/title/tt0097165/,8.1
Network,https://www.imdb.com/title/tt0074958/,8.1
Stand by Me,https://www.imdb.com/title/tt0092005/,8.1
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/,8.1
Autumn Sonata,https://www.imdb.com/title/tt0077711/,8.1
Cool Hand Luke,https://www.imdb.com/title/tt0061512/,8.1
The 400 Blows,https://www.imdb.com/title/tt0053198/,8.1
The Handmaiden,https://www.imdb.com/title/tt4016934/,8.1
The Bandit,https://www.imdb.com/title/tt0116231/,8.1
Logan,https://www.imdb.com/title/tt3315342/,8.0
Platoon,https://www.imdb.com/title/tt0091763/,8.0
Hachi: A Dog's Tale,https://www.imdb.com/title/tt1028532/,8.0
La Haine,https://www.imdb.com/title/tt0113247/,8.0
Monty Python's Life of Brian,https://www.imdb.com/title/tt0079470/,8.0
Spotlight,https://www.imdb.com/title/tt1895587/,8.0
Hotel Rwanda,https://www.imdb.com/title/tt0395169/,8.0
Into the Wild,https://www.imdb.com/title/tt0758758/,8.0
Rush,https://www.imdb.com/title/tt1979320/,8.0
Rebecca,https://www.imdb.com/title/tt0032976/,8.0
Andrei Rublev,https://www.imdb.com/title/tt0060107/,8.0
"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,8.0
Drishyam 2,https://www.imdb.com/title/tt12361178/,8.0
Amores Perros,https://www.imdb.com/title/tt0245712/,8.0
Raatchasan,https://www.imdb.com/title/tt7060344/,8.0
Rocky,https://www.imdb.com/title/tt0075148/,8.0
Gangs of Wasseypur,https://www.imdb.com/title/tt1954470/,8.0
A Silent Voice: The Movie,https://www.imdb.com/title/tt5323662/,8.0
In the Mood for Love,https://www.imdb.com/title/tt0118694/,8.0
It Happened One Night,https://www.imdb.com/title/tt0025316/,8.0
Nausicaä of the Valley of the Wind,https://www.imdb.com/title/tt0087544/,8.0
The Battle of Algiers,https://www.imdb.com/title/tt0058946/,8.0
Before Sunset,https://www.imdb.com/title/tt0381681/,8.0
Rififi,https://www.imdb.com/title/tt0048021/,8.0
Soul,https://www.imdb.com/title/tt2948372/,8.0
The Princess Bride,https://www.imdb.com/title/tt0093779/,8.0
Fanny and Alexander,https://www.imdb.com/title/tt0083922/,8.0
Three Colors: Red,https://www.imdb.com/title/tt0111495/,8.0
Sunrise,https://www.imdb.com/title/tt0018455/,8.0
Neon Genesis Evangelion: The End of Evangelion,https://www.imdb.com/title/tt0169858/,8.0
Drishyam,https://www.imdb.com/title/tt3417422/,8.0
Miracle in Cell No. 7,https://www.imdb.com/title/tt10431500/,8.0
