2797501328,8.4
1033928303,8.1
775398007,8.6
521311890,8.4
426588510,8.5
376097421,8.1
327333559,8.6
286801374,8.6
230098753,8.6
184000000,8.2
159157447,8.2
120072577,8.5
92157947,8.4
65802496,8.3
52066791,8.3
41676878,8.1
30902642,8.1
23341568,8.5
17163660,8.2
11487676,8.3
6000000,8.2
4376287,8.5
3101000,8.3
2738980,8.1
1288000,8.1
977375,8.2
839727,8.3
457688,8.5
200000,8.1
60239,8.3
18924,8.2
